id,title,description,category,priority,is_fake,is_duplicate,is_anomaly
908,Faculty office hours not honoured,Professors publish office hours but are consistently not available during those times. Students who travel to the campus specifically for office hour meetings are regularly turned away.,ACADEMIC,MEDIUM,false,false,false
909,Cultural events not inclusive,Cultural events organised by the college celebrate only festivals from one region. Students from other states and communities feel their cultures are not represented or respected.,OTHER,MEDIUM,false,false,false
910,No space for project team collaboration,There is no dedicated space on campus for project teams to collaborate. Teams working on final year projects with hardware components have nowhere to set up and work together.,OTHER,MEDIUM,false,false,false
911,Hostel kitchen used by staff for personal cooking,The hostel kitchen is being used by staff members for personal meal preparation. This reduces access for students during permissible cooking hours and raises hygiene concerns.,HOSTEL,MEDIUM,false,false,false
912,Library fine charged to wrong student ID,The fine for a book I borrowed was charged to a different student's account due to a data entry error. That student is now facing access restrictions they did not cause.,LIBRARY,MEDIUM,false,false,true
913,Research lab always locked,The open research laboratory which should be accessible to all registered project students during college hours is consistently locked with no explanation or key access procedure.,LABORATORY,HIGH,false,false,false
914,Bus window broken creating safety risk,A window in Bus Route 3 is broken. During rain water enters through the gap and during summer the sharp edge is at arm height. Students have minor cuts. The issue has been reported.,TRANSPORTATION,HIGH,false,false,false
915,Library assistant sleeping during duty hours,Students in the library have observed the on-duty library assistant sleeping at the desk during operational hours. Students needing help receive none.,LIBRARY,LOW,false,false,false
916,Grievance to warden ignored for a month,A formal written grievance submitted to the hostel warden one month ago has received no response. The warden denies receiving it though two witnesses were present at submission.,HOSTEL,HIGH,false,false,false
917,Student union printing resources misused,The student union printing resources reserved for academic use are being regularly used by a small group for personal purposes leaving nothing for legitimate student needs.,OTHER,LOW,false,false,false
918,Female students asked to leave campus early,Female students are being informally asked to leave campus earlier than their male counterparts despite having the same timetable. No policy supports this different treatment.,HARASSMENT,HIGH,false,false,false
919,No action on POSH Act complaint,A student filed a formal complaint under the POSH Act eight weeks ago. No acknowledgment of receipt was provided and no inquiry committee has been constituted.,HARASSMENT,CRITICAL,false,false,false
920,Admin withholding result for political reasons,A student active in student rights advocacy has had their result withheld without any stated academic reason. Other students with identical records were not affected.,ADMINISTRATIVE,CRITICAL,false,false,true
921,Practical experiment unsafe without documentation,Students are conducting experiments with reactive metals in water without any documented safety protocol. The experiment has not been reviewed by a safety officer.,LABORATORY,CRITICAL,false,false,true
922,Semester break shortened without notice,The semester break was shortened by two weeks without any advance notice. Students who had made travel and personal plans could not return in time and were marked absent.,ACADEMIC,HIGH,false,false,false
